location,year,dunk_day,wind_mean,max_event_h,cavern_gwh,co2_mt,npv_m,storage
Koln,2019,0.0230875,0.25787132420091324,72,1.195837405347564e-13,10.03370015829418,3457.4314585039897,PEM oversizing
Koln,2020,0.019666666666666666,0.29260502283105017,59,3.604141944731998e-13,11.815048140122432,3253.07123656245,PEM oversizing
Koln,2021,0.008833333333333334,0.24807157534246574,64,0.0,10.831035715239457,3430.783647767633,PEM oversizing
Rotterdam,2019,0.03725,0.36213207762557076,45,16.72226287972415,7.598978803465003,2831.4971226562607,Salt cavern
Rotterdam,2020,0.010083333333333333,0.39152465753424653,67,150.84744569152267,8.50590002420228,2826.088874222902,Salt cavern
Rotterdam,2021,0.024958333333333332,0.34434178082191785,62,0.0,10.698959086809948,2964.5789217889856,PEM oversizing
Tarragona,2019,0.030583333333333334,0.32154269406392694,63,135.27512552107552,10.18854098147356,3128.356639752032,Salt cavern
Tarragona,2020,0.020375,0.2881389269406393,62,0.0,15.082076963410834,3362.5022707974404,PEM oversizing
Tarragona,2021,0.021458333333333333,0.29142716894977166,55,1.3966936995806172,11.185855198677856,3262.2817643862113,Salt cavern
