solar_cf,wind_cf,price
0.0,0.17,39.5
0.0,0.176,39.5
0.0,0.201,39.5
0.0,0.261,39.5
0.0,0.332,39.5
0.0,0.375,39.5
0.0,0.38,39.5
0.0,0.379,39.5
0.004,0.374,39.5
0.051,0.332,39.5
0.089,0.297,39.5
0.108,0.305,39.5
0.086,0.302,39.5
0.049,0.297,39.5
0.015,0.283,39.5
0.0,0.308,39.5
0.0,0.368,39.5
0.0,0.442,39.5
0.0,0.497,39.5
0.0,0.523,39.5
0.0,0.556,39.5
0.0,0.618,39.5
0.0,0.664,39.5
0.0,0.65,39.5
0.0,0.618,39.5
0.0,0.618,39.5
0.0,0.652,39.5
0.0,0.67,39.5
0.0,0.644,39.5
0.0,0.587,39.5
0.0,0.552,39.5
0.0,0.525,39.5
0.019,0.491,39.5
0.088,0.398,39.5
0.154,0.341,39.5
0.187,0.302,39.5
0.184,0.273,39.5
0.141,0.275,39.5
0.072,0.28,39.5
0.016,0.305,39.5
0.0,0.348,39.5
0.0,0.369,39.5
0.0,0.359,39.5
0.0,0.328,39.5
0.0,0.287,39.5
0.0,0.249,39.5
0.0,0.215,39.5
0.0,0.192,39.5
0.0,0.18,39.5
0.0,0.178,39.5
0.0,0.169,39.5
0.0,0.162,39.5
0.0,0.157,39.5
0.0,0.155,39.5
0.0,0.154,39.5
0.0,0.154,39.5
0.02,0.153,39.5
0.098,0.132,39.5
0.164,0.108,39.5
0.318,0.112,39.5
0.313,0.141,39.5
0.17,0.191,39.5
0.078,0.229,39.5
0.016,0.281,39.5
0.0,0.338,39.5
0.0,0.363,39.5
0.0,0.366,39.5
0.0,0.354,39.5
0.0,0.337,39.5
0.0,0.319,39.5
0.0,0.279,39.5
0.0,0.151,39.5
0.0,0.077,39.5
0.0,0.106,39.5
0.0,0.179,39.5
0.0,0.164,39.5
0.0,0.096,39.5
0.0,0.051,39.5
0.0,0.051,39.5
0.0,0.06,39.5
0.045,0.046,39.5
0.132,0.03,39.5
0.179,0.024,39.5
0.19,0.026,39.5
0.166,0.019,39.5
0.123,0.018,39.5
0.068,0.035,39.5
0.016,0.071,39.5
0.0,0.116,39.5
0.0,0.162,39.5
0.0,0.204,39.5
0.0,0.24,39.5
0.0,0.264,39.5
0.0,0.266,39.5
0.0,0.264,39.5
0.0,0.262,39.5
0.0,0.251,39.5
0.0,0.241,39.5
0.0,0.225,39.5
0.0,0.208,39.5
0.0,0.208,39.5
0.0,0.22,39.5
0.0,0.234,39.5
0.0,0.254,39.5
0.024,0.267,39.5
0.105,0.243,39.5
0.225,0.218,39.5
0.227,0.218,39.5
0.215,0.235,39.5
0.166,0.266,39.5
0.088,0.285,39.5
0.018,0.302,39.5
0.0,0.328,39.5
0.0,0.345,39.5
0.0,0.355,39.5
0.0,0.364,39.5
0.0,0.37,39.5
0.0,0.367,39.5
0.0,0.367,39.5
0.0,0.375,39.5
0.0,0.388,39.5
0.0,0.382,39.5
0.0,0.355,39.5
0.0,0.337,39.5
0.0,0.333,39.5
0.0,0.323,39.5
0.0,0.294,39.5
0.0,0.265,39.5
0.011,0.249,39.5
0.068,0.233,39.5
0.134,0.187,39.5
0.184,0.183,39.5
0.203,0.207,39.5
0.184,0.232,39.5
0.08,0.245,39.5
0.014,0.318,39.5
0.0,0.398,39.5
0.0,0.441,39.5
0.0,0.452,39.5
0.0,0.444,39.5
0.0,0.436,39.5
0.0,0.425,39.5
0.0,0.4,39.5
0.0,0.376,39.5
0.0,0.35,39.5
0.0,0.332,39.5
0.0,0.281,39.5
0.0,0.22,39.5
0.0,0.192,39.5
0.0,0.172,39.5
0.0,0.179,39.5
0.0,0.207,39.5
0.006,0.239,39.5
0.075,0.277,39.5
0.135,0.295,39.5
0.172,0.404,39.5
0.124,0.505,39.5
0.045,0.532,39.5
0.011,0.538,39.5
0.0,0.622,39.5
0.0,0.697,39.5
