solar_cf,wind_cf,price
0.0,0.087,34.0
0.0,0.099,34.0
0.0,0.126,34.0
0.0,0.14,34.0
0.0,0.161,34.0
0.0,0.186,34.0
0.0,0.184,34.0
0.019,0.17,34.0
0.262,0.135,34.0
0.518,0.088,34.0
0.643,0.058,34.0
0.681,0.044,34.0
0.634,0.038,34.0
0.583,0.026,34.0
0.453,0.011,34.0
0.197,0.005,34.0
0.0,0.003,34.0
0.0,0.002,34.0
0.0,0.001,34.0
0.0,0.001,34.0
0.0,0.002,34.0
0.0,0.002,34.0
0.0,0.008,34.0
0.0,0.018,34.0
0.0,0.022,34.0
0.0,0.022,34.0
0.0,0.022,34.0
0.0,0.025,34.0
0.0,0.026,34.0
0.0,0.029,34.0
0.0,0.042,34.0
0.002,0.054,34.0
0.09,0.061,34.0
0.223,0.062,34.0
0.343,0.079,34.0
0.387,0.127,34.0
0.382,0.15,34.0
0.343,0.156,34.0
0.242,0.164,34.0
0.093,0.187,34.0
0.0,0.224,34.0
0.0,0.242,34.0
0.0,0.248,34.0
0.0,0.249,34.0
0.0,0.236,34.0
0.0,0.21,34.0
0.0,0.183,34.0
0.0,0.16,34.0
0.0,0.149,34.0
0.0,0.142,34.0
0.0,0.148,34.0
0.0,0.181,34.0
0.0,0.23,34.0
0.0,0.263,34.0
0.0,0.272,34.0
0.002,0.254,34.0
0.082,0.231,34.0
0.274,0.192,34.0
0.419,0.15,34.0
0.515,0.127,34.0
0.519,0.122,34.0
0.463,0.121,34.0
0.298,0.129,34.0
0.077,0.133,34.0
0.0,0.142,34.0
0.0,0.153,34.0
0.0,0.169,34.0
0.0,0.201,34.0
0.0,0.233,34.0
0.0,0.258,34.0
0.0,0.261,34.0
0.0,0.238,34.0
0.0,0.207,34.0
0.0,0.192,34.0
0.0,0.184,34.0
0.0,0.189,34.0
0.0,0.21,34.0
0.0,0.245,34.0
0.0,0.255,34.0
0.022,0.236,34.0
0.269,0.206,34.0
0.492,0.166,34.0
0.629,0.147,34.0
0.69,0.131,34.0
0.68,0.112,34.0
0.611,0.098,34.0
0.472,0.084,34.0
0.247,0.11,34.0
0.007,0.221,34.0
0.0,0.37,34.0
0.0,0.506,34.0
0.0,0.599,34.0
0.0,0.645,34.0
0.0,0.651,34.0
